SLAM_X,SLAM_Y,SLAM_Z,GPS_X,GPS_Y,GPS_Z
19.09,32.98,-20.99,12.87,14.47,-23.00
19.22,33.21,-20.93,12.87,14.49,-23.00
18.89,33.79,-21.07,12.55,15.38,-23.01
18.83,34.05,-21.12,12.55,15.40,-23.01
18.79,34.53,-21.12,12.54,15.43,-23.01
18.72,34.89,-21.18,12.53,15.45,-23.01
18.60,35.14,-21.21,12.53,15.47,-23.01
18.45,35.33,-21.24,12.52,15.48,-23.01
18.59,35.50,-21.20,12.52,15.49,-23.01
18.61,35.90,-21.20,12.21,16.67,-23.04
18.56,36.13,-21.23,12.21,16.70,-23.04
18.40,36.43,-21.25,12.21,16.71,-23.04
18.32,36.71,-21.30,12.20,16.73,-23.04
18.20,37.06,-21.30,12.20,16.74,-23.05
18.15,37.33,-21.31,12.20,16.76,-23.05
18.08,37.55,-21.26,12.19,16.77,-23.05
17.87,38.07,-21.37,11.97,17.67,-23.16
17.86,38.36,-21.29,11.97,17.69,-23.16
17.76,38.50,-21.28,11.96,17.70,-23.16
17.66,38.80,-21.30,11.96,17.72,-23.16
17.68,38.85,-21.28,11.96,17.73,-23.16
17.50,39.18,-21.28,11.95,17.76,-23.17
17.34,39.38,-21.29,11.94,17.78,-23.17
17.31,39.59,-21.29,11.65,18.64,-23.22
17.25,39.71,-21.27,11.64,18.66,-23.21
17.24,39.85,-21.25,11.64,18.67,-23.22
17.18,39.83,-21.23,11.64,18.68,-23.22
17.09,39.99,-21.23,11.63,18.69,-23.22
17.03,40.00,-21.20,11.63,18.70,-23.22
17.06,40.12,-21.15,11.62,18.71,-23.21
16.99,40.23,-21.18,11.46,19.16,-23.17
17.03,40.21,-21.17,11.46,19.17,-23.17
16.98,40.30,-21.12,11.46,19.17,-23.17
16.98,40.34,-21.10,11.46,19.18,-23.17
16.85,40.44,-21.15,11.46,19.18,-23.17
16.92,40.40,-21.06,11.45,19.19,-23.17
16.92,40.38,-21.03,11.45,19.19,-23.17
16.88,40.46,-21.06,11.37,19.38,-23.13
16.81,40.47,-21.06,11.36,19.38,-23.13
16.77,40.61,-21.10,11.36,19.39,-23.13
16.75,40.70,-21.14,11.36,19.39,-23.13
16.76,40.68,-21.10,11.36,19.39,-23.13
16.74,40.70,-21.13,11.36,19.39,-23.13
16.66,40.76,-21.14,11.36,19.40,-23.13
16.71,40.62,-21.03,11.27,19.49,-23.09
16.66,40.63,-21.05,11.27,19.50,-23.09
16.63,40.78,-21.11,11.27,19.50,-23.09
16.63,40.84,-21.09,11.26,19.50,-23.09
16.54,40.80,-21.11,11.26,19.50,-23.09
16.49,40.96,-21.16,11.26,19.50,-23.09
16.57,40.91,-21.12,11.26,19.50,-23.09
16.57,40.82,-21.14,11.21,19.54,-23.07
16.46,40.93,-21.18,11.20,19.54,-23.07
16.58,41.06,-21.12,11.20,19.54,-23.07
16.59,40.98,-21.10,11.20,19.54,-23.07
16.61,41.08,-21.11,11.20,19.54,-23.07
16.65,41.03,-21.09,11.20,19.55,-23.07
16.71,41.03,-21.07,11.20,19.55,-23.07
16.85,41.15,-21.02,11.23,19.60,-23.04
16.95,41.12,-21.01,11.24,19.60,-23.04
16.99,41.10,-20.98,11.24,19.60,-23.04
16.96,41.08,-20.98,11.24,19.60,-23.04
16.99,41.14,-20.97,11.24,19.60,-23.04
17.00,41.13,-20.97,11.24,19.61,-23.04
17.05,41.16,-20.95,11.25,19.61,-23.04
17.04,41.16,-20.94,11.39,19.69,-23.03
17.13,41.23,-20.95,11.39,19.69,-23.02
17.02,41.34,-21.02,11.39,19.69,-23.02
17.35,41.15,-20.89,11.40,19.69,-23.02
17.34,41.08,-20.90,11.40,19.70,-23.02
17.36,41.07,-20.92,11.40,19.70,-23.02
17.40,41.10,-20.94,11.40,19.70,-23.02
17.38,41.03,-20.94,11.50,19.70,-23.01
17.43,41.05,-20.94,11.50,19.70,-23.00
17.41,41.00,-20.97,11.50,19.69,-23.00
17.31,40.99,-21.06,11.50,19.69,-23.00
17.41,40.87,-21.04,11.50,19.69,-23.00
17.38,40.89,-21.08,11.50,19.69,-23.00
17.41,40.85,-21.10,11.51,19.68,-23.00
17.58,40.78,-21.05,11.55,19.58,-23.00
17.56,40.66,-21.07,11.55,19.57,-23.00
17.54,40.64,-21.08,11.55,19.57,-23.00
17.59,40.58,-21.10,11.55,19.57,-23.00
17.49,40.45,-21.20,11.55,19.57,-23.00
17.48,40.22,-21.19,11.56,19.56,-23.00
17.40,40.18,-21.23,11.55,19.56,-23.00
17.40,40.00,-21.26,11.52,19.32,-23.02
17.44,39.90,-21.25,11.52,19.31,-23.02
17.43,39.58,-21.25,11.52,19.31,-23.03
17.42,39.60,-21.31,11.52,19.30,-23.03
17.43,39.65,-21.27,11.52,19.30,-23.03
17.43,39.43,-21.28,11.52,19.29,-23.03
17.44,39.37,-21.26,11.52,19.28,-23.03
17.43,39.32,-21.28,11.44,18.83,-23.01
17.44,39.30,-21.27,11.44,18.82,-23.01
17.35,39.16,-21.31,11.44,18.82,-23.01
17.48,39.20,-21.23,11.44,18.81,-23.01
17.44,39.15,-21.26,11.44,18.81,-23.01
17.45,39.02,-21.22,11.44,18.80,-23.01
17.47,38.81,-21.19,11.44,18.79,-23.01
17.52,38.83,-21.16,11.41,18.53,-23.01
17.49,38.76,-21.14,11.41,18.52,-23.01
17.52,38.77,-21.10,11.41,18.52,-23.01
17.47,38.71,-21.10,11.41,18.52,-23.01
17.43,38.67,-21.06,11.41,18.51,-23.01
17.41,38.59,-21.01,11.41,18.51,-23.01
17.41,38.52,-20.96,11.41,18.51,-23.01
17.30,38.33,-21.01,11.38,18.26,-22.94
17.21,38.29,-20.96,11.38,18.26,-22.94
17.29,38.26,-20.91,11.38,18.26,-22.93
17.24,38.07,-20.91,11.38,18.25,-22.93
17.26,37.84,-20.85,11.38,18.25,-22.93
17.25,37.76,-20.83,11.38,18.24,-22.93
17.21,37.54,-20.80,11.38,18.24,-22.93
17.13,37.31,-20.81,11.38,17.98,-22.82
17.14,37.01,-20.77,11.38,17.97,-22.82
17.13,36.83,-20.73,11.38,17.97,-22.81
17.13,36.66,-20.72,11.38,17.96,-22.81
17.16,36.39,-20.64,11.38,17.96,-22.81
17.18,36.41,-20.64,11.38,17.95,-22.81
17.22,36.08,-20.57,11.36,17.24,-22.65
17.19,35.89,-20.52,11.36,17.23,-22.65
17.15,35.71,-20.51,11.36,17.22,-22.64
17.14,35.55,-20.46,11.36,17.21,-22.64
17.11,35.18,-20.40,11.36,17.20,-22.64
17.10,35.01,-20.34,11.36,17.19,-22.64
17.09,34.77,-20.29,11.36,17.17,-22.63
17.14,34.66,-20.25,11.38,16.49,-22.44
17.00,34.44,-20.22,11.38,16.47,-22.44
17.00,34.41,-20.19,11.38,16.46,-22.44
16.98,34.02,-20.14,11.38,16.45,-22.43
16.94,33.87,-20.12,11.38,16.44,-22.43
16.92,33.59,-20.07,11.38,16.43,-22.43
16.93,33.43,-19.99,11.38,16.42,-22.42
16.82,33.18,-19.96,11.34,15.68,-22.19
16.74,33.00,-19.90,11.34,15.66,-22.19
16.65,32.79,-19.88,11.34,15.65,-22.18
16.48,32.57,-19.84,11.34,15.64,-22.18
16.59,32.41,-19.76,11.34,15.63,-22.18
16.35,32.12,-19.76,11.34,15.62,-22.17
16.34,31.92,-19.72,11.34,15.61,-22.17
16.16,31.70,-19.75,11.16,14.91,-21.88
16.05,31.55,-19.75,11.15,14.89,-21.87
16.05,31.23,-19.69,11.15,14.88,-21.87
15.91,31.05,-19.72,11.14,14.88,-21.87
15.73,30.77,-19.75,11.14,14.86,-21.86
15.68,30.68,-19.73,11.13,14.85,-21.86
15.54,30.37,-19.76,11.13,14.84,-21.85
15.32,30.11,-19.77,10.75,14.11,-21.56
15.21,29.94,-19.75,10.74,14.09,-21.55
15.16,29.77,-19.77,10.73,14.08,-21.55
15.23,29.65,-19.69,10.73,14.07,-21.54
15.16,29.38,-19.67,10.72,14.06,-21.54
15.09,29.20,-19.64,10.71,14.05,-21.54
14.98,29.01,-19.63,10.71,14.03,-21.53
14.94,28.83,-19.58,10.38,13.32,-21.27
14.89,28.74,-19.53,10.38,13.30,-21.27
14.85,28.61,-19.49,10.38,13.30,-21.26
14.88,28.49,-19.42,10.37,13.28,-21.26
14.81,28.44,-19.36,10.36,13.26,-21.25
14.69,28.34,-19.35,10.36,13.25,-21.24
14.73,28.27,-19.26,10.36,13.24,-21.24
14.69,28.14,-19.23,10.24,12.74,-20.96
14.60,28.08,-19.18,10.24,12.73,-20.95
14.59,28.02,-19.08,10.24,12.72,-20.95
14.53,27.86,-19.04,10.24,12.72,-20.94
14.48,27.87,-18.96,10.24,12.72,-20.94
14.47,27.79,-18.85,10.24,12.71,-20.94
14.42,27.79,-18.78,10.24,12.71,-20.93
14.35,27.70,-18.70,10.23,12.52,-20.67
14.28,27.77,-18.62,10.23,12.51,-20.66
14.27,27.65,-18.51,10.22,12.51,-20.66
14.20,27.59,-18.40,10.22,12.51,-20.66
14.20,27.59,-18.35,10.22,12.51,-20.65
14.17,27.40,-18.20,10.22,12.50,-20.64
14.16,27.37,-18.13,10.22,12.50,-20.63
14.15,27.19,-18.04,10.24,12.42,-20.29
14.18,27.09,-17.93,10.25,12.42,-20.28
14.16,27.06,-17.86,10.25,12.41,-20.27
14.14,26.88,-17.78,10.25,12.41,-20.27
14.16,26.85,-17.72,10.25,12.41,-20.26
14.12,26.86,-17.69,10.25,12.41,-20.26
14.11,26.66,-17.55,10.25,12.40,-20.25
14.23,26.51,-17.45,10.35,12.12,-19.89
14.17,26.42,-17.41,10.35,12.11,-19.88
14.09,26.36,-17.34,10.35,12.10,-19.88
14.12,26.32,-17.26,10.35,12.10,-19.87
14.07,26.21,-17.18,10.35,12.09,-19.87
14.04,26.19,-17.10,10.35,12.09,-19.86
13.89,26.07,-17.04,10.35,12.08,-19.86
13.91,25.98,-16.96,10.39,11.84,-19.54
13.89,25.95,-16.87,10.39,11.84,-19.54
13.83,25.85,-16.79,10.39,11.83,-19.53
13.77,25.83,-16.71,10.39,11.83,-19.52
13.71,25.76,-16.64,10.39,11.83,-19.52
13.70,25.68,-16.54,10.39,11.82,-19.51
13.72,25.60,-16.46,10.39,11.82,-19.51
13.65,25.61,-16.38,10.41,11.61,-19.17
13.65,25.46,-16.27,10.41,11.60,-19.16
13.68,25.42,-16.17,10.41,11.60,-19.16
13.60,25.38,-16.09,10.41,11.60,-19.15
13.67,25.33,-16.02,10.41,11.59,-19.15
13.63,25.23,-15.94,10.41,11.59,-19.14
13.51,25.23,-15.89,10.41,11.59,-19.14
13.51,25.14,-15.81,10.52,11.41,-18.75
13.55,25.14,-15.72,10.52,11.41,-18.74
13.47,25.10,-15.63,10.52,11.41,-18.74
13.40,24.97,-15.59,10.52,11.40,-18.73
13.34,25.05,-15.51,10.52,11.40,-18.73
13.30,24.91,-15.48,10.52,11.40,-18.72
13.26,24.98,-15.41,10.53,11.40,-18.71
13.24,24.92,-15.37,10.54,11.28,-18.36
13.10,24.91,-15.34,10.53,11.28,-18.35
13.05,24.92,-15.27,10.53,11.28,-18.35
12.88,24.91,-15.24,10.53,11.28,-18.34
12.86,24.90,-15.15,10.53,11.28,-18.34
12.90,24.91,-15.04,10.53,11.28,-18.33
12.78,24.91,-15.01,10.53,11.28,-18.33
12.74,24.88,-14.92,10.43,11.28,-18.04
12.70,24.88,-14.84,10.43,11.28,-18.03
12.55,24.95,-14.80,10.43,11.28,-18.03
12.58,24.89,-14.74,10.43,11.29,-18.02
12.49,24.91,-14.69,10.42,11.29,-18.01
12.28,24.94,-14.67,10.42,11.29,-18.00
12.22,24.97,-14.63,10.42,11.29,-18.00
12.13,24.82,-14.61,10.30,11.30,-17.63
12.10,24.91,-14.54,10.30,11.30,-17.62
12.02,24.73,-14.48,10.30,11.30,-17.62
11.97,24.60,-14.42,10.30,11.30,-17.61
11.81,24.51,-14.42,10.30,11.30,-17.61
11.71,24.47,-14.38,10.29,11.30,-17.60
11.58,24.34,-14.36,10.29,11.30,-17.59
11.53,24.22,-14.35,10.13,11.11,-17.25
11.41,24.15,-14.32,10.12,11.10,-17.24
11.33,24.03,-14.32,10.12,11.09,-17.23
11.31,23.87,-14.29,10.12,11.09,-17.23
11.20,23.79,-14.32,10.11,11.08,-17.22
10.93,23.70,-14.33,10.11,11.08,-17.21
10.95,23.61,-14.31,10.10,11.06,-17.20
10.70,23.58,-14.32,9.84,10.77,-16.96
10.54,23.47,-14.30,9.83,10.77,-16.96
10.36,23.36,-14.29,9.82,10.76,-16.96
10.26,23.24,-14.26,9.82,10.76,-16.96
10.20,23.21,-14.28,9.81,10.75,-16.95
9.97,23.10,-14.23,9.79,10.74,-16.94
9.83,23.09,-14.18,9.39,10.46,-16.68
9.72,23.03,-14.17,9.38,10.45,-16.66
9.50,22.98,-14.11,9.36,10.45,-16.65
9.44,22.91,-14.11,9.36,10.44,-16.65
9.26,22.90,-14.05,9.35,10.44,-16.64
9.22,22.70,-14.01,9.34,10.44,-16.64
9.06,22.66,-13.96,9.34,10.43,-16.63
8.93,22.65,-13.96,8.95,10.25,-16.26
8.75,22.57,-13.93,8.94,10.25,-16.25
8.57,22.60,-13.93,8.94,10.24,-16.24
8.55,22.51,-13.84,8.93,10.24,-16.23
8.49,22.43,-13.78,8.93,10.24,-16.23
8.46,22.47,-13.69,8.92,10.24,-16.23
8.38,22.42,-13.62,8.92,10.23,-16.22
8.28,22.35,-13.52,8.66,10.08,-15.86
8.19,22.35,-13.45,8.66,10.07,-15.86
8.10,22.28,-13.39,8.65,10.07,-15.85
8.00,22.28,-13.30,8.65,10.07,-15.84
7.93,22.22,-13.21,8.65,10.07,-15.84
7.89,22.20,-13.19,8.65,10.07,-15.83
7.76,22.17,-13.10,8.64,10.06,-15.82
7.77,22.09,-13.02,8.53,9.97,-15.40
7.70,22.15,-12.92,8.52,9.97,-15.40
7.60,22.13,-12.82,8.52,9.97,-15.39
7.48,22.14,-12.81,8.52,9.97,-15.39
7.53,22.16,-12.63,8.52,9.97,-15.38
7.35,22.14,-12.55,8.52,9.96,-15.37
7.30,21.95,-12.49,8.52,9.96,-15.37
7.28,21.92,-12.38,8.43,9.89,-14.98
7.17,21.87,-12.24,8.42,9.89,-14.97
7.08,21.99,-12.15,8.42,9.89,-14.97
7.01,21.96,-12.03,8.42,9.89,-14.96
6.98,21.93,-11.92,8.42,9.89,-14.96
6.91,21.92,-11.83,8.42,9.89,-14.95
6.88,21.93,-11.74,8.42,9.89,-14.94
6.86,21.89,-11.63,8.37,9.88,-14.47
6.76,21.92,-11.53,8.37,9.87,-14.46
6.86,21.91,-11.42,8.37,9.87,-14.46
6.66,21.84,-11.39,8.38,9.87,-14.45
6.66,21.80,-11.27,8.38,9.88,-14.44
6.60,21.90,-11.17,8.38,9.88,-14.44
6.59,21.80,-11.08,8.38,9.88,-14.43
6.44,21.77,-10.99,8.40,9.88,-14.03
6.49,21.69,-10.93,8.40,9.88,-14.02
6.38,21.68,-10.86,8.40,9.88,-14.02
6.30,21.70,-10.74,8.40,9.88,-14.01
6.33,21.70,-10.64,8.40,9.88,-14.01
6.28,21.70,-10.55,8.40,9.88,-14.00
6.28,21.65,-10.46,8.40,9.88,-13.99
6.20,21.62,-10.36,8.36,9.83,-13.63
6.17,21.59,-10.26,8.36,9.83,-13.61
6.08,21.59,-10.16,8.36,9.83,-13.60
6.00,21.58,-10.08,8.36,9.83,-13.59
6.00,21.51,-10.01,8.36,9.83,-13.59
5.95,21.52,-9.87,8.35,9.83,-13.58
5.94,21.50,-9.78,8.35,9.83,-13.57
5.94,21.46,-9.69,8.30,9.79,-13.25
5.86,21.46,-9.57,8.30,9.79,-13.25
5.77,21.46,-9.46,8.30,9.78,-13.24
5.87,21.44,-9.36,8.30,9.78,-13.23
5.67,21.47,-9.24,8.30,9.78,-13.23
5.82,21.42,-9.19,8.30,9.78,-13.22
5.71,21.30,-9.11,8.28,9.79,-12.86
5.77,21.21,-9.01,8.28,9.79,-12.85
5.70,21.29,-8.90,8.28,9.79,-12.84
5.64,21.25,-8.79,8.28,9.79,-12.84
5.65,21.23,-8.65,8.28,9.79,-12.83
5.59,21.22,-8.57,8.28,9.79,-12.82
5.55,21.22,-8.47,8.28,9.79,-12.82
5.53,21.22,-8.35,8.35,9.80,-12.44
5.40,21.09,-8.27,8.35,9.80,-12.43
5.44,21.17,-8.17,8.35,9.80,-12.42
5.37,21.10,-7.97,8.35,9.80,-12.42
5.44,21.17,-7.87,8.35,9.80,-12.41
5.35,21.10,-7.80,8.35,9.80,-12.40
5.34,21.08,-7.67,8.36,9.80,-12.40
5.26,21.06,-7.61,8.42,9.81,-12.01
5.28,21.04,-7.51,8.42,9.81,-12.00
5.21,21.04,-7.42,8.42,9.81,-11.99
5.20,21.03,-7.31,8.42,9.81,-11.98
5.17,21.01,-7.17,8.42,9.81,-11.98
5.10,20.95,-7.09,8.42,9.81,-11.97
5.05,20.93,-7.04,8.42,9.81,-11.95
5.06,20.90,-6.93,8.41,9.81,-11.47
5.00,20.89,-6.85,8.41,9.81,-11.46
4.95,20.84,-6.70,8.41,9.81,-11.45
4.91,20.79,-6.59,8.41,9.81,-11.44
4.89,20.81,-6.43,8.41,9.81,-11.43
4.85,20.76,-6.34,8.41,9.81,-11.43
4.80,20.73,-6.26,8.41,9.81,-11.42
4.77,20.74,-6.19,8.39,9.72,-11.05
4.75,20.72,-6.07,8.39,9.72,-11.04
4.69,20.64,-5.99,8.39,9.72,-11.03
4.64,20.58,-5.88,8.39,9.71,-11.03
4.57,20.54,-5.78,8.39,9.71,-11.02
4.49,20.50,-5.69,8.39,9.71,-11.01
4.44,20.46,-5.56,8.39,9.71,-11.01
4.28,20.40,-5.41,8.36,9.62,-10.57
4.14,20.31,-5.31,8.36,9.61,-10.56
4.01,20.29,-5.27,8.36,9.61,-10.55
3.88,20.21,-5.17,8.36,9.61,-10.54
3.73,20.22,-5.11,8.36,9.61,-10.53
3.62,20.12,-5.06,8.36,9.60,-10.53
3.49,20.05,-4.99,8.35,9.60,-10.52
3.34,20.02,-4.93,8.16,9.40,-9.92
3.21,19.93,-4.89,8.15,9.39,-9.91
3.01,19.85,-4.84,8.15,9.39,-9.90
2.90,19.78,-4.81,8.14,9.39,-9.89
2.76,19.71,-4.80,8.14,9.39,-9.88
2.70,19.65,-4.76,8.13,9.38,-9.88
2.59,19.63,-4.74,8.13,9.38,-9.87
2.41,19.53,-4.72,7.64,9.08,-9.30
2.30,19.46,-4.69,7.62,9.08,-9.29
2.16,19.42,-4.68,7.61,9.07,-9.28
2.04,19.37,-4.66,7.61,9.07,-9.27
1.93,19.31,-4.63,7.60,9.06,-9.27
1.73,19.24,-4.62,7.59,9.06,-9.26
1.61,19.20,-4.59,7.58,9.05,-9.25
1.58,19.17,-4.57,7.09,8.81,-8.89
1.45,19.13,-4.52,7.07,8.81,-8.88
1.32,19.03,-4.51,7.07,8.80,-8.87
1.19,19.00,-4.49,7.06,8.80,-8.87
1.12,18.96,-4.45,7.05,8.80,-8.86
0.99,18.86,-4.37,7.04,8.79,-8.86
0.86,18.84,-4.30,7.03,8.79,-8.85
0.78,18.84,-4.25,6.60,8.53,-8.46
0.68,18.73,-4.23,6.59,8.53,-8.44
0.56,18.72,-4.19,6.59,8.52,-8.44
0.43,18.64,-4.14,6.58,8.52,-8.43
0.35,18.62,-4.11,6.57,8.51,-8.42
0.18,18.48,-4.05,6.57,8.51,-8.41
0.07,18.46,-4.01,6.56,8.51,-8.41
-0.01,18.41,-3.93,6.31,8.30,-8.05
-0.15,18.32,-3.94,6.30,8.29,-8.04
-0.20,18.30,-3.83,6.29,8.28,-8.03
-0.33,18.27,-3.82,6.28,8.28,-8.02
-0.44,18.21,-3.82,6.28,8.27,-8.01
-0.55,18.15,-3.80,6.27,8.27,-8.00
-0.64,18.14,-3.74,5.90,7.97,-7.57
-0.74,18.06,-3.70,5.89,7.96,-7.55
-0.87,18.01,-3.66,5.88,7.96,-7.54
-0.80,18.10,-3.37,5.87,7.95,-7.53
-0.95,18.00,-3.41,5.87,7.95,-7.53
-1.05,17.97,-3.39,5.86,7.95,-7.52
-1.14,17.94,-3.33,5.86,7.94,-7.52
-1.21,17.92,-3.26,5.56,7.71,-7.14
-1.25,17.92,-3.21,5.56,7.70,-7.13
-1.33,17.90,-3.16,5.56,7.70,-7.13
-1.37,17.91,-3.13,5.55,7.70,-7.12
-1.42,17.92,-3.08,5.55,7.70,-7.11
-1.49,17.92,-3.05,5.55,7.69,-7.11
-1.53,17.94,-3.00,5.55,7.69,-7.10
-1.60,17.90,-2.96,5.49,7.66,-6.62
-1.66,17.97,-2.93,5.49,7.66,-6.61
-1.72,17.96,-2.90,5.48,7.66,-6.60
-1.80,17.92,-2.87,5.48,7.66,-6.59
-1.85,17.91,-2.83,5.48,7.66,-6.58
-1.93,17.85,-2.79,5.48,7.66,-6.57
-2.02,17.78,-2.75,5.48,7.67,-6.57
-2.08,17.69,-2.71,5.27,7.65,-6.24
-2.16,17.66,-2.70,5.26,7.65,-6.23
-2.28,17.55,-2.69,5.25,7.65,-6.22
-2.36,17.50,-2.68,5.25,7.64,-6.22
-2.44,17.43,-2.65,5.24,7.64,-6.21
-2.52,17.37,-2.63,5.24,7.64,-6.21
-2.59,17.32,-2.62,5.23,7.63,-6.20
-2.65,17.28,-2.62,4.90,7.29,-5.76
-2.69,17.22,-2.62,4.89,7.28,-5.75
-2.71,17.19,-2.59,4.89,7.28,-5.75
-2.76,17.15,-2.58,4.88,7.27,-5.74
-2.80,17.08,-2.57,4.88,7.27,-5.73
-2.88,16.98,-2.54,4.87,7.26,-5.73
-2.91,16.95,-2.51,4.87,7.26,-5.72
-2.96,16.90,-2.48,4.64,7.01,-5.47
-2.98,16.88,-2.49,4.63,7.00,-5.46
-3.07,16.80,-2.46,4.63,7.00,-5.46
-3.11,16.76,-2.45,4.63,6.99,-5.46
-3.16,16.74,-2.46,4.63,6.99,-5.45
-3.24,16.70,-2.43,4.62,6.98,-5.45
-3.28,16.69,-2.43,4.62,6.98,-5.44
-3.31,16.67,-2.42,4.44,6.74,-5.15
-3.40,16.65,-2.40,4.43,6.74,-5.15
-3.45,16.64,-2.40,4.43,6.73,-5.14
-3.52,16.63,-2.39,4.42,6.73,-5.14
-3.52,16.64,-2.39,4.42,6.73,-5.14
-3.61,16.61,-2.37,4.41,6.72,-5.13
-3.71,16.59,-2.37,4.41,6.72,-5.13
-3.84,16.56,-2.36,4.20,6.67,-4.95
-3.92,16.54,-2.36,4.20,6.67,-4.94
-3.98,16.53,-2.36,4.19,6.67,-4.94
-4.08,16.51,-2.37,4.18,6.67,-4.94
-4.19,16.48,-2.38,4.18,6.67,-4.93
-4.27,16.43,-2.39,4.18,6.67,-4.93
-4.37,16.37,-2.41,3.81,6.59,-4.67
-4.39,16.36,-2.41,3.80,6.59,-4.66
-4.55,16.26,-2.43,3.79,6.58,-4.66
-4.65,16.20,-2.45,3.79,6.58,-4.66
-4.73,16.17,-2.46,3.78,6.58,-4.66
-4.81,16.13,-2.47,3.77,6.58,-4.65
-4.93,16.10,-2.48,3.77,6.58,-4.65
-5.03,16.06,-2.48,3.22,6.30,-4.50
-5.11,16.03,-2.49,3.21,6.30,-4.50
-5.19,16.00,-2.49,3.20,6.30,-4.50
-5.31,15.96,-2.50,3.19,6.29,-4.49
-5.39,15.93,-2.51,3.18,6.29,-4.49
-5.47,15.90,-2.52,3.17,6.28,-4.49
-5.59,15.86,-2.54,3.16,6.28,-4.48
-5.69,15.82,-2.55,2.74,6.09,-4.23
-5.74,15.80,-2.55,2.73,6.08,-4.22
-5.82,15.77,-2.56,2.72,6.08,-4.22
-5.91,15.74,-2.58,2.71,6.08,-4.21
-5.97,15.71,-2.58,2.70,6.07,-4.20
-6.05,15.68,-2.59,2.69,6.07,-4.20
-6.10,15.66,-2.60,2.68,6.06,-4.19
-6.16,15.63,-2.60,2.30,5.90,-3.98
-6.21,15.61,-2.60,2.29,5.90,-3.98
-6.25,15.60,-2.60,2.29,5.90,-3.98
-6.31,15.58,-2.60,2.28,5.89,-3.97
-6.35,15.57,-2.59,2.27,5.89,-3.97
-6.38,15.56,-2.58,2.27,5.89,-3.97
-6.41,15.56,-2.57,1.98,5.77,-3.78
-6.45,15.55,-2.55,1.98,5.77,-3.78
-6.49,15.54,-2.53,1.98,5.77,-3.78
-6.51,15.54,-2.52,1.97,5.76,-3.77
-6.53,15.55,-2.49,1.97,5.76,-3.77
-6.57,15.55,-2.48,1.97,5.76,-3.77
-6.59,15.54,-2.46,1.97,5.76,-3.76
-6.61,15.54,-2.44,1.86,5.75,-3.55
-6.63,15.54,-2.42,1.86,5.75,-3.54
-6.67,15.53,-2.40,1.86,5.76,-3.54
-6.71,15.55,-2.37,1.85,5.76,-3.53
-6.75,15.56,-2.35,1.85,5.76,-3.53
-6.78,15.56,-2.33,1.85,5.76,-3.53
-6.80,15.57,-2.32,1.85,5.76,-3.52
-6.84,15.57,-2.30,1.77,5.78,-3.34
-6.87,15.57,-2.29,1.77,5.78,-3.33
-6.88,15.58,-2.27,1.77,5.78,-3.33
-6.91,15.57,-2.25,1.77,5.78,-3.33
-6.95,15.56,-2.24,1.76,5.78,-3.32
-6.97,15.56,-2.22,1.76,5.78,-3.31
-7.00,15.54,-2.20,1.76,5.78,-3.31
-7.02,15.56,-2.18,1.67,5.79,-3.12
-7.08,15.52,-2.19,1.66,5.79,-3.12
-7.11,15.53,-2.17,1.66,5.79,-3.12
-7.13,15.51,-2.15,1.66,5.79,-3.11
-7.16,15.51,-2.14,1.66,5.79,-3.11
-7.20,15.49,-2.13,1.66,5.79,-3.11
-7.25,15.49,-2.12,1.65,5.78,-3.10
-7.29,15.47,-2.11,1.52,5.75,-2.91
-7.33,15.45,-2.10,1.52,5.74,-2.91
-7.39,15.44,-2.10,1.52,5.74,-2.91
-7.43,15.43,-2.09,1.51,5.74,-2.90
-7.47,15.43,-2.08,1.51,5.74,-2.90
-7.51,15.41,-2.07,1.50,5.74,-2.89
-7.54,15.39,-2.07,1.50,5.74,-2.89
-7.58,15.37,-2.06,1.29,5.69,-2.71
-7.62,15.35,-2.05,1.29,5.68,-2.71
-7.64,15.35,-2.04,1.29,5.68,-2.70
-7.69,15.33,-2.04,1.28,5.68,-2.70
-7.71,15.32,-2.03,1.28,5.68,-2.70
-7.75,15.32,-2.01,1.27,5.68,-2.69
-7.77,15.31,-2.01,1.27,5.68,-2.69
-7.80,15.31,-2.00,1.11,5.62,-2.50
-7.84,15.30,-1.99,1.11,5.62,-2.50
-7.88,15.29,-1.99,1.11,5.62,-2.49
-7.90,15.28,-1.98,1.10,5.61,-2.49
-7.92,15.27,-1.98,1.10,5.61,-2.49
-7.95,15.26,-1.98,1.10,5.61,-2.48
-7.98,15.25,-1.97,1.09,5.61,-2.48
-7.99,15.25,-1.96,0.99,5.57,-2.34
-8.01,15.23,-1.96,0.99,5.56,-2.33
-8.03,15.22,-1.95,0.99,5.56,-2.33
-8.04,15.22,-1.94,0.98,5.56,-2.33
-8.07,15.20,-1.94,0.98,5.56,-2.32
0.07,-0.02,-0.05,0.46,5.48,-1.91
0.13,-0.03,-0.08,0.46,5.48,-1.91
0.15,-0.04,-0.10,0.46,5.48,-1.91
0.18,-0.04,-0.12,0.46,5.48,-1.91
0.20,-0.04,-0.14,0.46,5.48,-1.91
0.21,-0.04,-0.16,0.46,5.48,-1.91
0.22,-0.04,-0.18,0.46,5.48,-1.91
0.23,-0.05,-0.19,1.47,6.15,-3.55
0.24,-0.05,-0.22,1.47,6.15,-3.55
0.25,-0.05,-0.24,1.48,6.15,-3.56
0.25,-0.06,-0.26,1.48,6.15,-3.56
